Order	PID	MS SubClass	MS Zoning	Lot Frontage	Lot Area	Street	Alley	Lot Shape	Land Contour	Utilities	Lot Config	Land Slope	Neighborhood	Condition 1	Condition 2	Bldg Type	House Style	Overall Qual	Overall Cond	Year Built	Year Remod/Add	Roof Style	Roof Matl	Exterior 1st	Exterior 2nd	Mas Vnr Type	Mas Vnr Area	Exter Qual	Exter Cond	Foundation	Bsmt Qual	Bsmt Cond	Bsmt Exposure	BsmtFin Type 1	BsmtFin SF 1	BsmtFin Type 2	BsmtFin SF 2	Bsmt Unf SF	Total Bsmt SF	Heating	Heating QC	Central Air	Electrical	1st Flr SF	2nd Flr SF	Low Qual Fin SF	Gr Liv Area	Bsmt Full Bath	Bsmt Half Bath	Full Bath	Half Bath	Bedroom AbvGr	Kitchen AbvGr	Kitchen Qual	TotRms AbvGrd	Functional	Fireplaces	Fireplace Qu	Garage Type	Garage Yr Blt	Garage Finish	Garage Cars	Garage Area	Garage Qual	Garage Cond	Paved Drive	Wood Deck SF	Open Porch SF	Enclosed Porch	3Ssn Porch	Screen Porch	Pool Area	Pool QC	Fence	Misc Feature	Misc Val	Mo Sold	Yr Sold	Sale Type	Sale Condition	SalePrice
49	0528180070	120	RL	61	7658	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	TwnhsE	1Story	9	5	2005	2005	Hip	CompShg	MetalSd	MetalSd	BrkFace	412	Ex	TA	PConc	Ex	TA	No	GLQ	456	Unf	0	1296	1752	GasA	Ex	Y	SBrkr	1752	0	0	1752	1	0	2	0	2	1	Ex	6	Typ	1	Gd	Attchd	2005	RFn	2	576	TA	TA	Y	196	82	0	0	0	0	NA	NA	NA	0	2	2010	WD 	Normal	319900
50	0528181050	120	RL	41	7132	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	TwnhsE	1Story	8	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	Stone	178	Gd	TA	PConc	Gd	TA	Mn	GLQ	24	Unf	0	1346	1370	GasA	Ex	Y	SBrkr	1370	0	0	1370	0	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2006	RFn	2	484	TA	TA	Y	120	49	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	205000
51	0528188120	160	RL	36	2628	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	Twnhs	2Story	7	5	2003	2003	Gable	CompShg	VinylSd	Wd Shng	Stone	106	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	764	764	GasA	Ex	Y	SBrkr	764	862	0	1626	0	0	2	1	2	1	Gd	6	Typ	0	NA	BuiltIn	2003	RFn	2	474	TA	TA	Y	0	27	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	175500
52	0528218150	020	RL	100	18494	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Gilbert	Norm	Norm	1Fam	1Story	6	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1324	1324	GasA	Ex	Y	SBrkr	1324	0	0	1324	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2005	Fin	2	430	TA	TA	Y	36	23	0	0	0	0	NA	NA	NA	0	1	2010	WD 	Normal	199500
53	0528228285	120	RL	43	3203	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Blmngtn	Norm	Norm	TwnhsE	1Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	14	Gd	TA	PConc	Gd	TA	Av	GLQ	16	Unf	0	1129	1145	GasA	Ex	Y	SBrkr	1145	0	0	1145	0	0	2	0	2	1	Gd	6	Typ	0	NA	Attchd	2006	Fin	2	437	TA	TA	Y	100	116	0	0	0	0	NA	NA	NA	0	1	2010	WD 	Normal	160000
54	0528228440	120	RL	43	3182	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Blmngtn	Norm	Norm	TwnhsE	1Story	8	5	2004	2005	Gable	CompShg	VinylSd	VinylSd	BrkFace	16	Gd	TA	PConc	Gd	TA	No	GLQ	24	Unf	0	1232	1256	GasA	Ex	Y	SBrkr	1269	0	0	1269	0	0	2	0	2	1	Gd	6	Typ	1	TA	Attchd	2004	Fin	2	430	TA	TA	Y	146	20	0	0	144	0	NA	NA	NA	0	4	2010	WD 	Normal	192000
55	0528231020	080	RL	67	13300	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	SLvl	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	326	Unf	0	58	384	GasA	Ex	Y	SBrkr	744	630	0	1374	1	0	2	1	3	1	Gd	7	Typ	1	Gd	BuiltIn	2004	Fin	2	400	TA	TA	Y	100	0	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	184500
56	0528240070	060	RL		7851	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	6	5	2002	2002	Gable	CompShg	VinylSd	VinylSd			Gd	TA	PConc	Gd	TA	No	GLQ	625	Unf	0	235	860	GasA	Ex	Y	SBrkr	860	1100	0	1960	1	0	2	1	4	1	Gd	8	Typ	2	TA	BuiltIn	2002	Fin	2	440	TA	TA	Y	288	48	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	216500
57	0528240130	060	RL	63	8577	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	847	847	GasA	Ex	Y	SBrkr	847	886	0	1733	0	0	2	1	3	1	Gd	7	Typ	1	Gd	BuiltIn	2004	Fin	2	433	TA	TA	Y	144	48	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	185088
58	0528250100	080	RL		7750	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	SLvl	7	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	GLQ	250	Unf	0	134	384	GasA	Ex	Y	SBrkr	774	656	0	1430	0	0	2	1	3	1	TA	7	Typ	1	TA	BuiltIn	2000	Fin	2	400	TA	TA	Y	180	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	180000
59	0528292020	060	RL		9505	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	BrkFace	180	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	884	884	GasA	Ex	Y	SBrkr	884	1151	0	2035	0	0	2	1	3	1	Gd	8	Typ	1	Gd	BuiltIn	2001	Fin	2	434	TA	TA	Y	144	48	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	222500
60	0528328100	060	RL	108	14774	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	NoRidge	Norm	Norm	1Fam	2Story	9	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	165	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1393	1393	GasA	Ex	Y	SBrkr	1422	1177	0	2599	0	0	2	1	4	1	Gd	10	Typ	1	TA	BuiltIn	1999	Fin	3	779	TA	TA	Y	668	30	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	333168
61	0528344070	060	RL	60	17433	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1998	1998	Hip	CompShg	VinylSd	VinylSd	BrkFace	114	Gd	TA	PConc	Ex	TA	No	Unf	0	Unf	0	1629	1629	GasA	Ex	Y	SBrkr	1645	830	0	2475	0	0	2	1	4	1	Gd	7	Typ	1	TA	Attchd	1998	Fin	3	962	TA	TA	Y	23	172	0	0	256	0	NA	NA	NA	0	1	2010	WD 	Normal	355000
62	0528358010	020	RL	59	10593	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	1Story	7	5	1996	1996	Hip	CompShg	VinylSd	VinylSd	BrkFace	338	Gd	TA	PConc	Gd	TA	No	GLQ	919	Unf	0	801	1720	GasA	Ex	Y	SBrkr	1720	0	0	1720	1	0	2	0	3	1	Gd	7	Typ	1	TA	Attchd	1996	Fin	2	527	TA	TA	Y	240	56	154	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	260400
63	0528363130	060	RL	98	12256	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1994	1995	Gable	CompShg	HdBoard	HdBoard	BrkFace	362	Gd	TA	PConc	Ex	TA	Av	GLQ	1032	Unf	0	431	1463	GasA	Ex	Y	SBrkr	1500	1122	0	2622	1	0	2	1	3	1	Gd	9	Typ	2	TA	Attchd	1994	RFn	2	712	TA	TA	Y	186	32	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	325000
64	0528382020	060	RL	92	11764	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	7	1999	2007	Gable	CompShg	VinylSd	VinylSd	BrkFace	348	Gd	TA	PConc	Gd	TA	No	GLQ	524	Unf	0	628	1152	GasA	Ex	Y	SBrkr	1164	1106	0	2270	0	0	2	1	4	1	Gd	9	Typ	1	Gd	Attchd	1999	Fin	3	671	TA	TA	Y	132	57	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	290000
65	0528382030	060	RL	58	16770	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	30	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1195	1195	GasA	Gd	Y	SBrkr	1195	644	0	1839	0	0	2	1	4	1	TA	7	Typ	0	NA	Attchd	1998	Fin	2	486	TA	TA	Y	0	81	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	221000
66	0528386040	050	RL	56	14720	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	1.5Fin	8	5	1995	1996	Hip	CompShg	VinylSd	VinylSd	BrkFace	579	Gd	TA	PConc	Gd	TA	Av	GLQ	816	Unf	0	1217	2033	GasA	Ex	Y	SBrkr	2053	1185	0	3238	1	0	2	1	4	1	Gd	9	Typ	1	Ex	Attchd	1996	Fin	3	666	TA	TA	Y	283	86	0	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	410000
67	0528445060	020	RL	73	8987	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	226	Gd	TA	PConc	Gd	TA		Unf	0	Unf	0	1595	1595	GasA	Ex	Y	SBrkr	1595	0	0	1595	0	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2005	RFn	3	880	TA	TA	Y	144	0	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	221500
68	0528456160	020	FV	92	9215	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	7	5	2009	2010	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1218	1218	GasA	Ex	Y	SBrkr	1218	0	0	1218	0	0	2	0	2	1	Gd	4	Typ	0	NA	Attchd	2009	RFn	2	676	TA	TA	Y	0	136	0	0	0	0	NA	NA	NA	0	4	2010	New	Partial	204500
69	0528458070	060	FV	72	8640	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2009	2009	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	Mn	GLQ	24	Unf	0	732	756	GasA	Ex	Y	SBrkr	764	783	0	1547	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2009	Unf	2	614	TA	TA	Y	169	45	0	0	0	0	NA	NA	NA	0	6	2010	Con	Normal	215200
70	0528458110	020	FV	75	9000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	36	Gd	TA	PConc	Gd	TA	Av	GLQ	1078	Unf	0	488	1566	GasA	Ex	Y	SBrkr	1566	0	0	1566	1	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2008	RFn	2	750	TA	TA	Y	144	168	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	262500
71	0528477080	060	FV	100	12552	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2004	2005	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	222	Unf	0	769	991	GasA	Ex	Y	SBrkr	991	956	0	1947	0	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2004	RFn	2	678	TA	TA	Y	0	136	0	0	0	0	NA	GdWo	NA	0	5	2010	WD 	Normal	254900
72	0528480090	020	FV	84	10440	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Somerst	Norm	Norm	1Fam	1Story	6	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Ex	TA	No	GLQ	1414	Unf	0	54	1468	GasA	Ex	Y	SBrkr	1468	0	0	1468	1	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2005	Fin	2	528	TA	TA	Y	0	102	0	0	216	0	NA	NA	NA	0	5	2010	WD 	Normal	271500
73	0531367050	060	RL	76	10142	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	656	Unf	0	300	956	GasA	Ex	Y	SBrkr	956	1128	0	2084	1	0	2	1	4	1	Gd	8	Typ	0	NA	BuiltIn	2004	RFn	2	618	TA	TA	Y	0	45	0	0	0	0	NA	NA	NA	0	1	2010	WD 	Normal	233000
74	0531369060	060	RL	70	11920	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	122	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	831	831	GasA	Ex	Y	SBrkr	831	828	0	1659	0	0	2	1	3	1	Gd	8	Typ	0	NA	Attchd	2004	RFn	2	484	TA	TA	Y	144	68	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	181000
75	0531380080	060	RL		8880	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1994	2002	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	695	Unf	0	253	948	GasA	Ex	Y	SBrkr	1222	888	0	2110	1	0	2	1	3	1	Gd	8	Typ	2	Fa	Attchd	1994	RFn	2	463	TA	TA	Y	0	130	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	205000
76	0531451110	120	RL	50	8012	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	TwnhsE	1Story	6	5	1980	1980	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	Gd	TA	No	BLQ	543	BLQ	119	261	923	GasA	TA	Y	SBrkr	923	0	0	923	0	0	2	0	2	1	TA	5	Typ	1	TA	Attchd	1980	RFn	1	264	TA	TA	Y	80	0	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	143000
77	0531451280	060	RL	70	11218	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	6	5	1992	1992	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1055	1055	GasA	Ex	Y	SBrkr	1055	790	0	1845	0	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1992	RFn	2	462	TA	TA	Y	635	104	0	0	0	0	NA	GdPrv	Shed	400	5	2010	WD 	Normal	189000
78	0531452020	120	RL	55	7892	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	TwnhsE	1Story	6	5	1979	1979	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	Gd	TA	No	Unf	0	Unf	0	918	918	GasA	TA	Y	SBrkr	918	0	0	918	0	0	2	0	2	1	TA	5	Typ	1	TA	Attchd	1979	Unf	1	264	TA	TA	Y	28	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	99500
79	0531452050	120	RL	50	7175	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	TwnhsE	1Story	6	5	1984	1984	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	Gd	TA	No	ALQ	623	LwQ	121	0	744	GasA	TA	Y	SBrkr	752	0	0	752	1	0	1	0	2	1	TA	4	Typ	0	NA	Attchd	1984	Unf	1	264	TA	TA	Y	353	0	0	0	90	0	NA	MnPrv	NA	0	2	2010	WD 	Normal	125000
80	0531452180	060	RL		9453	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	SawyerW	RRNe	Norm	1Fam	2Story	7	7	1993	2003	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	Gd	TA	No	BLQ	402	Unf	0	594	996	GasA	Ex	Y	SBrkr	1014	730	0	1744	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	1993	RFn	2	457	TA	TA	Y	370	70	0	238	0	0	NA	NA	NA	0	2	2010	WD 	Normal	194500
81	0531453010	020	RL	81	9672	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	SawyerW	Norm	Norm	1Fam	1Story	6	5	1984	1985	Hip	CompShg	HdBoard	Plywood	None	0	TA	TA	PConc	Gd	TA	No	GLQ	338	Unf	0	702	1040	GasA	TA	Y	SBrkr	1097	0	0	1097	0	0	2	0	3	1	TA	6	Typ	0	NA	Attchd	1986	Unf	2	480	TA	TA	Y	0	0	0	0	0	0	NA	GdPrv	NA	0	5	2010	WD 	Normal	152000
82	0531453040	060	RL	70	8400	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	6	6	1980	1981	Gable	CompShg	HdBoard	HdBoard	BrkFace	130	TA	TA	CBlock	Gd	TA	No	Unf	0	Unf	0	650	650	GasA	TA	Y	SBrkr	888	676	0	1564	0	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	1980	Unf	2	476	TA	TA	Y	0	50	0	0	204	0	NA	MnPrv	NA	0	4	2010	WD 	Normal	171000
83	0531477050	030	RH	70	9800	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	SawyerW	Feedr	Norm	1Fam	1Story	5	5	1920	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	Fa	BrkTil	TA	TA	No	Unf	0	Unf	0	816	816	GasA	TA	N	FuseA	1012	0	0	1012	0	0	1	0	2	1	TA	5	Typ	0	NA	Detchd	1920	Unf	1	429	TA	TA	Y	121	0	80	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	67500
84	0532351140	090	RM	68	8930	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Sawyer	RRAe	Norm	Duplex	1.5Fin	6	5	1978	1978	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1318	584	0	1902	0	0	2	0	4	2	TA	8	Typ	0	NA	Attchd	1978	Unf	2	539	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	112000
85	0532354090	085	RL	88	11782	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	1Fam	SFoyer	5	7	1961	1995	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	899	Unf	0	210	1109	GasA	TA	Y	SBrkr	1155	0	0	1155	1	0	1	0	3	1	Gd	6	Min2	0	NA	Detchd	1987	Unf	2	576	TA	TA	Y	192	0	0	0	0	0	NA	MnPrv	Shed	400	6	2010	WD 	Normal	148000
86	0532376160	020	RL	65	8450	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Sawyer	RRAe	Norm	1Fam	1Story	5	8	1965	2009	Gable	CompShg	MetalSd	MetalSd	None	0	TA	Gd	CBlock	TA	TA	No	GLQ	553	BLQ	117	224	894	GasA	Ex	Y	SBrkr	894	0	0	894	1	0	1	0	3	1	TA	5	Typ	1	Gd	Detchd	1973	Unf	1	336	TA	TA	Y	416	144	0	0	0	0	NA	MnPrv	NA	0	4	2010	WD 	Normal	138500
87	0532377060	020	RL		9819	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	5	1967	1967	Gable	CompShg	MetalSd	MetalSd	BrkFace	31	TA	Gd	CBlock	TA	TA	No	BLQ	450	Unf	0	432	882	GasA	TA	Y	SBrkr	900	0	0	900	0	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	1970	Unf	1	280	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	2	2010	WD 	Normal	122000
88	0532377100	020	RL	75	7500	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Sawyer	Feedr	Norm	1Fam	1Story	5	5	1963	1963	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	TA	TA	No	ALQ	824	Unf	0	216	1040	GasA	Fa	Y	SBrkr	1040	0	0	1040	1	0	1	1	3	1	TA	5	Typ	0	NA	Attchd	1963	Fin	1	308	TA	TA	Y	0	0	220	0	0	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	133000
89	0532378110	020	RL		6897	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	8	1962	2010	Gable	CompShg	HdBoard	HdBoard	None	0	TA	Gd	CBlock	TA	TA	No	ALQ	659	Unf	0	381	1040	GasA	Ex	Y	SBrkr	1040	0	0	1040	1	0	1	1	3	1	TA	6	Typ	0	NA	Detchd	1962	Unf	1	260	TA	TA	Y	0	104	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	127000
90	0532479070	020	RL	39	15410	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Sawyer	RRNe	Norm	1Fam	1Story	6	6	1974	2002	Hip	CompShg	Plywood	Plywood	BrkCmn	250	TA	Gd	CBlock	TA	TA	Gd	BLQ	126	GLQ	859	223	1208	GasA	Ex	Y	SBrkr	1494	0	0	1494	1	0	2	0	3	1	TA	7	Typ	2	Fa	Attchd	1974	Fin	2	461	TA	TA	Y	296	0	186	0	0	0	NA	GdPrv	NA	0	4	2010	WD 	Abnorml	169000
91	0533130020	060	RL	107	10186	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1992	1992	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	674	Unf	0	76	750	GasA	Ex	Y	SBrkr	1061	862	0	1923	1	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1992	RFn	2	564	TA	TA	Y	240	39	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	190000
92	0533130130	060	RL	85	13143	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1993	1993	Gable	CompShg	HdBoard	ImStucc	BrkFace	504	Gd	TA	PConc	Gd	TA	No	LwQ	250	GLQ	981	0	1231	GasA	Ex	Y	SBrkr	1251	1098	0	2349	1	0	2	1	4	1	Gd	9	Typ	1	TA	Attchd	1993	RFn	3	762	TA	TA	Y	32	130	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	362500
93	0533130160	060	RL	88	11134	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1992	1993	Gable	CompShg	HdBoard	HdBoard	BrkFace	180	Gd	TA	PConc	Gd	TA	No	GLQ	1129	Unf	0	261	1390	GasA	Ex	Y	SBrkr	1402	823	0	2225	1	0	2	1	4	1	Gd	7	Typ	1	TA	Attchd	1992	RFn	3	713	TA	TA	Y	198	30	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	285000
94	0533205060	120	FV	25	4835	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Somerst	Norm	Norm	TwnhsE	1Story	7	5	2004	2005	Gable	CompShg	MetalSd	MetalSd	None	0	Gd	TA	PConc	Ex	TA	Av	GLQ	1298	Unf	0	190	1488	GasA	Ex	Y	SBrkr	1488	0	0	1488	1	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2004	Fin	2	506	TA	TA	Y	168	50	0	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	260000
95	0533208090	160	FV	39	3515	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	TwnhsE	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	840	840	GasA	Ex	Y	SBrkr	840	840	0	1680	0	0	2	1	2	1	Gd	3	Typ	0	NA	Attchd	2004	RFn	2	588	TA	TA	Y	0	111	0	0	0	0	NA	NA	NA	0	1	2010	WD 	Normal	190000
96	0533210060	160	FV	30	3215	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	TwnhsE	2Story	7	5	2004	2004	Gable	CompShg	MetalSd	MetalSd	BrkFace	120	Gd	TA	PConc	Gd	TA	Av	GLQ	280	Unf	0	320	600	GasA	Ex	Y	SBrkr	600	600	0	1200	0	0	2	1	2	1	Gd	4	Typ	0	NA	Detchd	2004	RFn	2	480	TA	TA	Y	0	172	0	0	0	0	NA	NA	NA	0	4	2010	ConLD	Normal	155000
97	0533212010	160	FV	30	3182	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	TwnhsE	2Story	7	5	2004	2005	Gable	CompShg	MetalSd	MetalSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	600	600	GasA	Ex	Y	SBrkr	600	600	0	1200	0	0	2	1	2	1	Gd	4	Typ	0	NA	Detchd	2004	RFn	2	480	TA	TA	Y	0	172	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	151000
98	0533212020	160	FV	24	2544	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	Twnhs	2Story	7	5	2004	2005	Gable	CompShg	MetalSd	MetalSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	368	ALQ	42	190	600	GasA	Ex	Y	SBrkr	600	600	0	1200	1	0	2	1	2	1	Gd	4	Typ	0	NA	Detchd	2004	RFn	2	480	TA	TA	Y	0	172	0	0	0	0	NA	NA	NA	0	2	2010	WD 	Normal	149500
